datum;factuur;product;omschrijving;aantal;prijs;eenheid
2025-08-26;1461;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: S4 geleider<p>Maten: 2375mm</p><p>Kleur: Ral 9001</p>;1;53.72;stuks
2025-08-26;1461;Korting (20090);<span style="font-weight: bold,">- 30% korting.</span>;1;-531.4;prijs
2025-08-26;1461;Aanbetaling (4);Aanbetaling - factuur 1050 van 04-07-2025.;-1;494.55;prijs
2025-08-26;1462;Roma geëxrudeerd rolluik (20305);Breedte: 2388 mm<p>Hoogte:&nbsp, 940mm</p><p>Kastmaat (Schuin): 150 mm&nbsp,</p><p>Kleur Omvatting: RAL 9005 STR</p><p>K;1;1090.91;stuks
2025-08-26;1462;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: Hf geleider<p>Maten: 2338mm</p><p>Kleur: Ral 9005 STR</p>;1;65.29;stuks
2025-08-26;1462;Montage Rolluik Bedraad (20065);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2025-08-26;1462;Korting (20090);- 30% korting;1;-363.64;prijs
2025-08-26;1462;Aanbetaling (4);Aanbetaling - factuur 1000 van 28-06-2025.;-1;366.61;prijs
2025-08-26;1463;Pergola Zip P350 (20291);Breedte: 6000 mm<p>Uitval: 3000 mm</p><p>Systeem kleur: Ral 9001 STR</p><p>Motor: Somfy IO motor, Links</p><p>Doek kleur;1;6490.08;prijs
2025-08-26;1463;Pergola Zip P350 (20291);Breedte: 4600 mm<p>Uitval: 4000 mm</p><p>Systeem kleur: Ral 9001 STR</p><p>Motor: Somfy IO motor, Links</p><p>Doek kleur;1;6571.9;prijs
2025-08-26;1463;Montage Pergola (20292);- Montage Pergola<p>- Draaien Krinners</p><p>- Klein materiaal</p><p>- Afstellen</p><p>- Elektra afwerken</p>;2;450;prijs
2025-08-26;1463;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2025-08-26;1463;Korting (20090);<span style="font-weight: bold,">- 30% korting</span>;1;-4225.62;prijs
2025-08-26;1463;Aanbetaling (4);Aanbetaling - factuur 821 van 04-06-2025.;-1;3944.13;prijs
2025-08-26;1464;Zip Design (20092);<p><span style="">Breedte: 2680 mm</span><br></p><p>Hoogte: 1970 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 70;1;1623.97;stuks
2025-08-26;1464;Zip Design (20092);<p>Breedte: 1790 mm<br></p><p>Hoogte: 1650 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 7016 STR</p><p>Kleur doe;1;1276.03;stuks
2025-08-26;1464;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;2;123.97;stuks
2025-08-26;1464;Los screendoek (20115);Doek Kleur: 70808<p>- 620x1270mm</p><p>- 620x1160mm</p><p><br></p><p>Zoom rond om voor tourniquets.</p><p><span style="f;1;247.55;uur
2025-08-26;1464;Rolhor Unilux (20108);<p><span style="">Breedte (dagmaat): 860</span>&nbsp,mm</p><p>Hoogte (dagmaat): 380 mm</p><p>Type kozijn: Hout, ODD</p><;1;238.84;stuks
2025-08-26;1464;Rolhor Unilux (20108);<p>Breedte (dagmaat): 860&nbsp,mm</p><p>Hoogte (dagmaat): 380 mm</p><p>Type kozijn: Hout, ODD</p><p>Systeemkleur: RAL 90;1;238.84;stuks
2025-08-26;1464;Rolhor Unilux (20108);<p>Breedte (dagmaat): 745 mm</p><p>Hoogte (dagmaat): 390 mm</p><p>Type kozijn: Hout. Rechts IDD, Links ODD.</p><p>Systee;1;238.84;stuks
2025-08-26;1464;Rolhor Unilux (20108);<p>Breedte (dagmaat): 780&nbsp,mm</p><p>Hoogte (dagmaat): 390 mm</p><p>Type kozijn: Hout, ODD</p><p>Systeemkleur: RAL 90;1;238.84;stuks
2025-08-26;1464;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 880 mm</span></p><p>Hoogte: 2080 mm</p><p>Kleur: RAL 9010 (wit)</p><p>Kleur gaas: Zwart</p><p;1;442.98;stuks
2025-08-26;1464;Plisséhordeur Unilux (20106);<p>Breedte: 880 mm</p><p>Hoogte: 2080 mm</p><p>Kleur: RAL 9010 (wit)</p><p>Kleur gaas: Zwart</p><p>Montage: OOD, Rechts<;1;442.98;stuks
2025-08-26;1464;Montage rolhor super+ (20263);- Montage<p>- Klein materiaal</p>;4;41.32;stuks
2025-08-26;1464;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p>;2;61.98;stuks
2025-08-26;1464;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;103.31;stuks
2025-08-26;1464;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;115.5;stuks
2025-08-26;1464;Korting (20090);<span style="font-weight: bold,">Tijdelijke actie, 15% korting</span>;1;-861.98;prijs
2025-08-26;1464;Aanbetaling (4);Aanbetaling - factuur 769 van 27-05-2025.;-1;1464.86;prijs
2025-08-26;1465;Rolluik (RollSUPER) (20064);<p><span style="">Breedte: 1450 mm</span></p><p>Hoogte:&nbsp, 1950 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatt;1;1012.4;stuks
2025-08-26;1465;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;1;123.97;stuks
2025-08-26;1465;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-26;1465;Korting (20090);- 15% korting.;1;-180.17;prijs
2025-08-26;1465;Aanbetaling (4);Aanbetaling - factuur 913 van 16-06-2025.;-1;407.27;prijs
2025-08-26;1466;Suneye (20131);Breedte: 4500 mm<p>Uitval: 2500 mm</p><p>Kleur cassette: RAL 9010</p><p>Kleur doek: 6873 / 597 (Grijs)</p><p>Bediening: ;1;2574.38;stuks
2025-08-26;1466;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;66.12;stuks
2025-08-26;1466;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;206.61;stuks
2025-08-26;1466;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;127.27;stuks
2025-08-26;1466;Korting (20090);Tijdelijke actie, 15% korting;1;-427.28;prijs
2025-08-26;1466;Aanbetaling (4);Aanbetaling - factuur 749 van 23-05-2025.;-1;1018.84;prijs
2025-08-26;1467;Suneye (20131);Breedte: 4480 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: RAL 7016 Structuur (antraciet)</p><p>Kleur doek: 7467</p><p>Bed;1;2648.76;stuks
2025-08-26;1467;Montage knikarmscherm standaard. (20267);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-26;1467;Hoeklijnen (20100);Maten: 64x100x6x700 <span style="font-weight: bold,">2x</span><p>Kleur: Ral 7016 STR</p><p>Materiaal: Aluminium</p>;1;154.55;stuks
2025-08-26;1467;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-26;1467;Demontage oude knikarmscherm (20097);- Inclusief afvoeren.<p><br></p><p><span style="font-weight: 700,">€25,00,- van dit bedrag zullen wij einde jaar doneren;1;61.98;stuks
2025-08-26;1467;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 960 mm</span></p><p>Hoogte: 2390 mm</p><p>Kleur: RAL 9010 (wit)</p><p>Kleur gaas: Zwart</p><p;1;574.38;stuks
2025-08-26;1467;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p>;1;61.98;stuks
2025-08-26;1467;Korting (20090);<span style="font-weight: bold,">15% korting</span>&nbsp,;1;-571.91;prijs
2025-08-26;1467;Aanbetaling (4);Aanbetaling - factuur 973 van 25-06-2025.;-1;1295.86;prijs
2025-08-26;1468;Rolluik (RollSUPER) (20064);Breedte: 3430 mm<p>Hoogte: 1545 mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9005</p><p>Kleur Pantser: ;1;1230.58;stuks
2025-08-26;1468;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HTF 68 Geleider<p>Maten: 3430mm</p><p>Kleur: Ral 9005</p>;1;60.74;stuks
2025-08-26;1468;Kokers (20099);- Afmeting 40x40x1545mm <span style="font-weight: bold,">2x</span><p>- Kleur Ral 9005</p><p>- Materiaal Aluminium</p>;1;92.56;stuks
2025-08-26;1468;Rolluik (RollSUPER) (20064);Breedte: 3400mm<p>Hoogte:&nbsp, 1555mm</p><p>Kastmaat: 170 mm (schuin)</p><p>Kleur Omvatting: RAL 9005</p><p>Kleur Pants;1;1179.34;stuks
2025-08-26;1468;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: Hoeklijn<p>Maten: 20x100x2x3400mm</p><p>Kleur: Ral 9005</p>;1;84.3;stuks
2025-08-26;1468;Kokers (20099);- Afmeting 80x40x1555 <span style="font-weight: bold,">2x</span><p>- Kleur Ral 9005</p><p>- Materiaal Aluminium</p>;1;218.18;stuks
2025-08-26;1468;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2025-08-26;1468;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;107.44;stuks
2025-08-26;1468;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;2;123.97;stuks
2025-08-26;1468;Rolhor Unilux (20108);<p><span style="">Breedte (dagmaat): 1100 mm</span></p><p>Hoogte (dagmaat): 1555 mm</p><p>Type kozijn: Hout ODD</p><p>Sy;1;338.02;stuks
2025-08-26;1468;Rolhor Unilux (20108);<p>Breedte (dagmaat): 1135 mm</p><p>Hoogte (dagmaat): 1570 mm</p><p>Type kozijn: Hout ODD</p><p>Systeemkleur: RAL 9010 (;1;338.02;stuks
2025-08-26;1468;Montage rolhor super+ (20263);- Montage<p>- Klein materiaal</p>;2;41.32;stuks
2025-08-26;1468;Zip Design (20092);Breedte: 3620 mm<p>Hoogte: 1960 mm</p><p>Kastmaat: 110 mm</p><p>Kleur omvatting: Ral 9005 STR</p><p>Kleur doek: 71818</p;1;2041.32;stuks
2025-08-26;1468;Uitvulprofielen 10mm (20163);- Uitvul profielen achter de geleiders<p><span style="">- 2x 1960mm<br></span></p><p>- RAL 9005 STR</p><p></p>;1;52.89;prijs
2025-08-26;1468;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-26;1468;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;123.97;stuks
2025-08-26;1468;Korting (20090);Tijdelijke actie, 15% korting;1;-962.39;prijs
2025-08-26;1468;Aanbetaling (4);Aanbetaling - factuur 900 van 14-06-2025.;-1;2168.6;prijs
2025-08-26;1469;Markies (20147);<p>Uitvoering: Aluminium</p>Model: Standaard<p><span style="">Breedte: 3008 mm</span></p><p><span style="">Uitval: 1000 ;2;2435.54;stuks
2025-08-26;1469;Markies (20147);<p>Uitvoering: Aluminium</p><p>Model: Standaard</p><p>Breedte: 1700 mm</p><p>Uitval: 1000 mm<br></p><p>Bediening: Somfy ;1;2280.99;stuks
2025-08-26;1469;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-26;1469;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;107.44;stuks
2025-08-26;1469;Montage markies (aluminium kappen) (20259);- montage<p><span style="">- Uitslijpen van de markies kappen</span></p><p><span style="">- Afstellen motor</span></p><p;3;181.82;stuks
2025-08-26;1469;Korting (20090);<span style="font-weight: bold,">20% korting</span>;1;-1580.17;prijs
2025-08-26;1469;Hoogwerker (20085);Inclusief transport kosten.;1;454.55;stuks
2025-08-26;1469;Aanbetaling (4);Aanbetaling - factuur 823 van 04-06-2025.;-1;2709.76;prijs
2025-08-26;1470;Zip Design (20092);Breedte: 2855 mm<p>Hoogte: 1360 mm</p><p>Kastmaat: 105 mm</p><p>Kleur omvatting: RAL 9005 ST</p><p>Kleur doek: 71818</p>;1;1400;stuks
2025-08-26;1470;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-26;1470;Kokers (20099);- Afmeting 50x50x2x1360<p>- Kleur Ral 9005 ST</p><p>- Materiaal Alu koker&nbsp,</p><p><br></p><p>HOEKLIJN</p><p>- Afmeti;1;206.61;stuks
2025-08-26;1470;Montage screen solar (20253);- Montage<p></p><p>- Klein materiaal</p><p>- Afstellen motor</p><p></p>;1;247.93;stuks
2025-08-26;1470;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;123.97;stuks
2025-08-26;1470;Korting (20090);Tijdelijke actie, 20% korting<p>(bij deelname meerdere buren)</p>;1;-408.1;prijs
2025-08-26;1470;Korting (20090);Extra korting;1;-123.97;prijs
2025-08-26;1470;Aanbetaling (4);Aanbetaling - factuur 507 van 18-04-2025.;-1;603.37;prijs
2025-08-26;1471;Rolluik band (optrek) (20112);Rolluik band voor handbediende rolluiken.;1;165.29;prijs
2025-08-26;1471;Diverse zonwering. (20212);- Bandopwinder<p>- Montage</p>;2;35.54;prijs
2025-08-26;1472;Plisséhordeur Unilux (20106);<p><span style="">Breedte: 1375 mm</span></p><p>Hoogte: 2375 mm</p><p>Kleur: RAL 9010 (wit)</p><p>Kleur gaas: Zwart</p><;1;470.25;stuks
2025-08-26;1472;Montage Plisséhordeur enkel. (20264);- Montage Plisséhordeur<p>- Klein materiaal</p>;1;61.98;stuks
2025-08-26;1472;Inklemhor Unilux (20076);<p><span style="">Breedte (dagmaat): 575 mm</span></p><p>Hoogte (dagmaat): 1702 mm</p><p>Type kozijn: Kunststof</p><p>Sy;1;139.67;stuks
2025-08-26;1472;Inklemhor Unilux (20076);<p>Breedte (dagmaat): 585 mm</p><p>Hoogte (dagmaat): 1702 mm</p><p>Type kozijn: Kunststof</p><p>Systeemkleur: Ral 9010</;1;139.67;stuks
2025-08-26;1472;Inklemhor Unilux (20076);<p>Breedte (dagmaat): 585 mm</p><p>Hoogte (dagmaat): 1340 mm</p><p>Type kozijn: Kunststof</p><p>Systeemkleur: Ral 9010</;1;123.14;stuks
2025-08-26;1472;Aanbetaling (4);Aanbetaling - factuur 1166 van 19-07-2025.;-1;373.88;prijs
2025-08-26;1473;Gordijn (20198);<p>Naam: Rimini</p>Type: 24<p>Plooi: Wave</p><p><br></p>;1;926.45;prijs
2025-08-26;1473;Rails (20199);Type, Interstil<p><span style="">Motor: Somfy</span></p><p><span style=""><br></span></p>;1;1570.25;prijs
2025-08-26;1473;Behang (20214);Merk: Arte<p>Type: Merino</p><p><br></p>;1;495.87;stuks
2025-08-27;1474;Aanbetaling (4);Aanbetaling Prijsopgave screen + Velux rolluik (4177);1;1195.04;prijs
2025-08-27;1475;Aanbetaling (4);Aanbetaling Prijsopgaaf Sonty. (4229);1;893.22;prijs
2025-08-27;1476;Aanbetaling (4);Aanbetaling Prijsopgave screens (4240);1;926.41;prijs
2025-08-27;1477;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4109);1;428.8;prijs
2025-08-27;1478;Aanbetaling (4);Aanbetaling Prijsopgave knikarmscherm (4115);1;1004.8;prijs
2025-08-27;1479;Aanbetaling (4);Aanbetaling Prijsopgaaf Screens. (3938);1;1582.15;prijs
2025-08-27;1480;Aanbetaling (4);Aanbetaling Prijsopgave pergola & uitvalscherm (4155);1;2687.6;prijs
2025-08-27;1481;Aanbetaling (4);Aanbetaling Prijsopgave Rolluiken (4137);1;1084.63;prijs
2025-08-27;1482;Aanbetaling (4);Aanbetaling Prijsopgave Rolluik (4132);1;378.18;prijs
2025-08-27;1483;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4072);1;3840;prijs
2025-08-27;1484;Aanbetaling (4);Aanbetaling Prijsopgave rolluik (4171);1;462.81;prijs
2025-08-27;1485;Aanbetaling (4);Aanbetaling Prijsopgave screen/rolluik (4169);1;449.58;prijs
2025-08-27;1486;Tarkett PVC Vloer (20302);Patroon: Visgraat, Core by Dersimo<p>Kleur: Florillon</p><p>Inclusief snijverlies</p><p>Vloer wordt doorgelegd tot de dr;43.2;37.15;m
2025-08-27;1486;Egaliseren (20228);- Egaliseren van de vloer<p>- 3mm</p>;43.2;12.4;m
2025-08-27;1486;Stoffering (20300);Patroon: visgraat<p><br></p>;43.2;12.4;m
2025-08-27;1486;Stoffering (20300);Insnijden kruipluik;1;123.97;stuks
2025-08-27;1486;Hoge plinten (20191);Maat: 80x12<p>Kleur: Wit</p><p>Design of strak: Strak</p><p>Inclusief afkitten boven</p>;11;13.64;stuks
2025-08-27;1486;Aanbetaling (4);Aanbetaling - factuur 1017 van 30-06-2025.;-1;1155.84;prijs
2025-08-27;1487;Aanbetaling (4);Aanbetaling Prijsopgave rolluik (4130);1;374.55;prijs
2025-08-27;1488;Aanbetaling (4);Aanbetaling Prijsopgave zonwering (4193);1;1468.1;prijs
2025-08-27;1489;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4094);1;1625.12;prijs
2025-08-27;1490;Aanbetaling (4);Aanbetaling Prijsopgave knikarmscherm (4164);1;1093.83;prijs
2025-08-27;1491;Aanbetaling (4);Aanbetaling Prijsopgave knikarmscherm (4127);1;725.15;prijs
2025-08-27;1492;Suneye (20131);Breedte: 3960 mm<p>Uitval: 2000 mm</p><p>Kleur cassette: Ral 9010</p><p>Kleur doek: Svela 31003</p><p>Bediening: Somfy I;2;2257.85;stuks
2025-08-27;1492;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;2;247.93;stuks
2025-08-27;1492;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;1;95.04;stuks
2025-08-27;1492;Demontage oude knikarmscherm (20097);- Inclusief afvoeren.;2;75;stuks
2025-08-27;1492;Takelen Zonwering (20098);<span style="font-weight: bold,">- Takelen 3de etage.</span>;1;123.97;stuks
2025-08-27;1492;Korting (20090);<span style="font-weight: bold,">- 15% korting</span>;1;-807.84;prijs
2025-08-27;1492;Aanbetaling (4);Aanbetaling - factuur 853 van 07-06-2025.;-1;1829.09;prijs
2025-08-27;1493;Sunbasic Cassette (20114);Breedte: 4500 mm<p>Uitval: 2500 mm</p><p>Kleur cassette: RAL 9001</p><p>Kleur doek: 6012 / 501</p><p>Bediening: Somfy IO;1;2180.99;stuks
2025-08-27;1493;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-27;1493;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-27;1493;Verlengd montage profiel rond (50cm) (20041);<p>- Set verlengde muursteunen t.b.v. montage scherm<br>- RAL 9001<br></p>;1;82.64;stuks
2025-08-27;1493;Demontage oude knikarmscherm (20097);- Inclusief afvoeren.<p><br></p><p><span style="font-weight: 700,">€25,00,- van dit bedrag zullen wij einde jaar doneren;1;61.98;stuks
2025-08-27;1493;Korting (20090);<span style="font-weight: bold,">- 15% korting.</span>;1;-395.86;prijs
2025-08-27;1493;Aanbetaling (4);Aanbetaling - factuur 893 van 14-06-2025.;-1;895.86;prijs
2025-08-28;1494;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4072);-1;3840;prijs
2025-08-28;1495;Aanbetaling (4);Aanbetaling Prijsopgave Sonty (4072);1;3521.64;prijs
2025-08-28;1496;Suneye (20131);Suneye (Voorraad)<br>Breedte: 5000 mm<br>Uitval: 3000 mm<br>Frame kleur: RAL 7016 structuur<br>Kleur doek: 107, Grijs<br;1;2617.36;stuks
2025-08-28;1496;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-28;1496;Somfy Connectivity (20211);- Telefoon bediening Somfy motoren.;1;106.83;stuks
2025-08-28;1496;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;126.55;stuks
2025-08-28;1496;Korting (20090);<span style="font-weight: bold,">20% tijdelijke actie (OP=OP)</span>;1;-619.74;prijs
2025-08-28;1496;Aanbetaling (4);Aanbetaling - factuur 1372 van 13-08-2025.;-1;991.57;prijs
2025-08-28;1497;Zonweringsdoek  (20124);Doek kleur: 8779<p>Breedte: 2300</p><p>Uitval: 2400&nbsp,</p><p>Pees type: Klikpees bovenlangs&nbsp,</p>;1;396.69;stuks
2025-08-28;1497;Montage Doek (20127);Vervangen doek.;1;165.29;stuks
2025-08-28;1497;Aanbetaling (4);Aanbetaling - factuur 875 van 11-06-2025.;-1;224.79;prijs
2025-08-29;1498;Suneye XL (20136);Breedte: 6800 mm<p>Uitval: 3000 mm</p><p>Kleur cassette: 7016 Structuur</p><p>Kleur doek: 107 / Grijs</p><p>Bediening: S;1;4512.4;stuks
2025-08-29;1498;Montage Knikarmscherm uitgebreid. (20237);- Montage d.m.v. chemisch anker<p>- Afwerken elektra</p><p>- Klein materiaal</p><p>- Afstellen zonwering </p>;1;247.93;stuks
2025-08-29;1498;Eolis 3D windsensor IO (20050);- Windbeveiliging in de voorlijst<p>- De windsensor is een hulp stuk hier kunnen geen garantie rechten aan verleend word;1;123.14;stuks
2025-08-29;1498;Situo 1 IO (20047);- 1 kanaal afstandsbediening;1;61.98;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 2100 mm<p>Hoogte: 2610 mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pants;1;1508.26;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 935 mm<p>Hoogte: 2610 mm</p><p>Kastmaat: 205 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pantse;1;1135.54;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 740 mm<p>Hoogte: 1470 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pantse;1;855.37;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 1730 mm<p>Hoogte: 1540 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pants;1;1013.22;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 870 mm<p>Hoogte: 1840 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pantse;1;906.61;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 765 mm<p>Hoogte: 1840 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pantse;1;906.61;stuks
2025-08-29;1498;Rolluik (RollSUPER) (20064);Breedte: 1730 mm<p>Hoogte: 1540 mm</p><p>Kastmaat: 180 mm (schuin)</p><p>Kleur Omvatting: Dennen groen</p><p>Kleur Pants;1;1013.22;stuks
2025-08-29;1498;Valse vensterbank  (20109);<p>Eindpunt waar het rolluik op loopt.</p>Materiaal: HF geleider<p>Maten:</p><p>- 2100mm (Balkon Rechts)</p><p>- 935mm (;1;76.86;stuks
2025-08-29;1498;Hoeklijnen (20100);Maten: 50x70x1470 <span style="font-weight: bold,">2x</span><p>Kleur: Dennen Groen</p><p>Materiaal: Aluminium</p>;1;73.55;stuks
2025-08-29;1498;Situo 1 IO (20047);- 1 kanaal afstandsbediening;2;61.98;stuks
2025-08-29;1498;Situo 5 IO (20048);<p>- 5 kanaals afstandsbediening</p>;2;95.04;stuks
2025-08-29;1498;Montage rolluik solar (20241);- Montage<p>- Klein materiaal</p><p>- Afstellen motor</p>;7;123.97;stuks
2025-08-29;1498;Tahoma (20079);- app bediening voor somfy motoren.<p>- Inclusief programmeren</p>;1;247.93;stuks
2025-08-29;1498;Rolhor Unilux (20108);<p><span style="">Breedte (dagmaat): 560 mm</span></p><p>Hoogte (dagmaat): 1035 mm</p><p>Type kozijn: Hout</p><p>Systeem;1;304.96;stuks
2025-08-29;1498;Rolhor Unilux (20108);<p>Breedte (dagmaat): 560 mm</p><p>Hoogte (dagmaat): 1060 mm</p><p>Type kozijn: Hout</p><p>Systeemkleur: RAL 9010 (wit)<;1;271.9;stuks
2025-08-29;1498;Rolhor Unilux (20108);<p>Breedte (dagmaat): 735 mm</p><p>Hoogte (dagmaat): 1550 mm</p><p>Type kozijn: Hout</p><p>Systeemkleur: RAL 9010 (wit)<;1;304.96;stuks
2025-08-29;1498;Rolhor Unilux (20108);<p>Breedte (dagmaat): 630 mm</p><p>Hoogte (dagmaat): 1550 mm</p><p>Type kozijn: Hout</p><p>Systeemkleur: RAL 9010 (wit)<;1;304.96;stuks
2025-08-29;1498;Rolhor Unilux (20108);<p>Breedte (dagmaat): 580 mm</p><p>Hoogte (dagmaat): 1240 mm</p><p>Type kozijn: Hout</p><p>Systeemkleur: RAL 9010 (wit)<;1;271.9;stuks
2025-08-29;1498;Montage rolhor super+ (20263);- Montage<p>- Klein materiaal</p>;5;41.32;stuks
2025-08-29;1498;Korting (20090);<span style="font-weight: bold,">Grote afname korting 20%</span>;1;-3137.19;prijs
2025-08-29;1498;Aanbetaling (4);Aanbetaling - factuur 819 van 04-06-2025.;-1;4957.02;prijs
